sent_rating,processed_text_NoStopwords,data
positivo,Reconhecimento voz espaço melhorar qualidade som impressionante tamanho fo equipamento,2021-07-16 00:00:00
positivo,único problema fio distorção ouvir alta música batidas graves conjunto nota 100,2021-06-23 00:00:00
positivo,sobrinho gostou presente tocar musica alarme agenda achou divertido,2021-08-31 00:00:00
positivo,início dava hoje fico Realmente assinante virtual ótima qualidade som,2021-04-24 00:00:00
positivo,Ótima produto,2021-06-22 00:00:00
positivo,Cumpre promete Facilitauita qualidade som,2021-06-30 00:00:00
positivo,Alexa legal vale pena comprar som alta tamanho caixa Super vale pena,2022-01-25 00:00:00
positivo,acredita precisa 100 satisfeito,2021-05-21 00:00:00
positivo,Comprei mãe analfabeta ajuda mãe dia dia responde dúvidas,2021-12-01 00:00:00
positivo,Gostaria tivesse maneira claras funções expostas consigo usufruir 100,2021-01-21 00:00:00
positivo,Som melhor esperado,2022-03-14 00:00:00
negativo,avaliação completa,2021-06-30 00:00:00
positivo,Valeu pena compra Muitas funçoes unico aparelho Som volume agradavel ambientes pequenos,2021-10-17 00:00:00
positivo,Produto sensacional assistente virtual experiência comprarei Echos casa,2021-07-12 00:00:00
positivo,led encantou,2021-06-24 00:00:00
positivo,show som alto volume atendeu expectativas recomendo,2021-07-08 00:00:00
negativo,qualidade áudio deixa desejar quesito praticidade qto efetuar receber ligações,2021-07-15 00:00:00
positivo,perfeita Usamos assistente DJ despertador bloco notas Inúmeras funções ficamos,2022-01-05 00:00:00
positivo,Qualidade áudio excelente comparada caixa JBL capacidade captação áudio incrível,2021-05-28 00:00:00
positivo,skill Deezer horrivél aceita tocar playlist Flow,2021-05-04 00:00:00
positivo,tentando falar pra escutar gritar,2021-07-13 00:00:00
negativo,Olha situação alexa cheguou chateada ate usada Pago caro usado?Triste Irei devolução,2021-06-01 00:00:00
positivo,Atende necessidade,2021-06-11 00:00:00
positivo,Porem comparando geração design diferente modo sai audio direcional,2020-12-04 00:00:00
positivo,Comecei utilizando app controlar dispositivos eco funciona verdade comandos ouvidos,2021-01-07 00:00:00
positivo,compra Amazon produto chegou prazo entregue qualidade ótima,2021-05-04 00:00:00
positivo,Melhor investimento,2021-06-24 00:00:00
positivo,comprar outro,2021-07-03 00:00:00
positivo,Excelente aquisição!!o som hiper nítido amando,2021-01-28 00:00:00
positivo,Uso dia comprando bateria tornará portátil vou levar,2021-07-01 00:00:00
positivo,Excelente Gostei Funciona assistente vejo hora começar automações,2021-07-01 00:00:00
positivo,auxilia precisamos acordar agendar compromisso timer estamos fazendo alguma receita,2021-12-11 00:00:00
positivo,presente sobrinha casa adorando,2021-01-07 00:00:00
positivo,reconhece voz,2021-07-08 00:00:00
positivo,quase perfeita bateria resto impecável avise-me tiver disponível bateria,2021-05-29 00:00:00
positivo,assistente pessoal reconhecimento voz ok,2021-01-13 00:00:00
positivo,Ótimo produto Atendeu perfeitamente necessidades projeto,2021-01-29 00:00:00
positivo,Adorei Alexa presente filhos Valeu investimento,2022-02-13 00:00:00
positivo,Fica brigado,2022-02-16 00:00:00
negativo,FIZ COMPRA ECO NAO CONSIGO ACESSAR APLICATIVO LIGUEI SUPORTE NAO RESOLVERA-O PROBLEMA VOU DEVOLVER,2021-02-24 00:00:00
positivo,qualidade som delas pq comprei 2)No alto volume deixa desejar acho bemmmmm,2021-03-28 00:00:00
positivo,Sensacional Comprei presentear esposo amou produto show valeu centavo,2021-05-06 00:00:00
positivo,Gostei eficiente rápido respostas excelente som preciso adequar casa funções Alexa,2021-05-22 00:00:00
positivo,Produto ótimo caixa amassada veio embalado Veio sacola plástico bolha adequado,2020-12-08 00:00:00
positivo,som design esférico lindo Poderia funcionar elétrica,2021-12-25 00:00:00
positivo,Amei produto alexa acho tinha opção carregar ficar pressa tomada amei,2020-12-27 00:00:00
positivo,mídia carregada funcionando perfeitamente,2021-09-12 00:00:00
positivo,Amei Alexa diversão casa satisfeita escolha amei super recomendo,2021-07-06 00:00:00
positivo,Produto aprendendo voz maravilhoso tecnologia evoluindo,2021-05-11 00:00:00
positivo,Possui reconhecimento voz integração apps som grave poderia agudo melhor,2021-04-08 00:00:00
positivo,Surpreendeu positivamente qualidade som incrível comandos equipamentos Smart perfeita,2021-08-13 00:00:00
positivo,Excelente fornecedor produto chegou especificações oferta entregue prazo determinado,2021-10-08 00:00:00
positivo,Aparelho atendimento resolução problemas central atendimento ruim,2020-12-27 00:00:00
positivo,fácil skils automatizar,2021-06-08 00:00:00
positivo,companheira diária manhas acordo dando dia ouvindo previsões signos clima noticias radio favorita,2021-04-01 00:00:00
positivo,Funciona Ótima qualidade som interação modo gostei valeu pena Super indico Alexa echo dot,2021-03-26 00:00:00
positivo,mídia carregada top arrepender compra infinita possibilidades automatização,2021-04-11 00:00:00
positivo,acabou problemas esquecer coisas encher celular alarme anotações conta útil opções,2021-06-23 00:00:00
positivo,Gostei produto vale apena compra Pará chegou super rápido vale centavo,2022-01-14 00:00:00
positivo,mídia carregada mulher realmente ouve,2021-12-06 00:00:00
positivo,Perfeito TV ouve qualidade som,2021-01-16 00:00:00
positivo,Produto legal Imagino funcionalidades serão adicionadas futuramente satisfeito,2021-04-08 00:00:00
negativo,reconhece 6 10 comandos demora ouvir fica luz azul parada voltar standby,2021-12-28 00:00:00
positivo,Ótimo entrega rápidoa gostei carregador veio cor branca sendo echo Dot preta,2021-03-21 00:00:00
positivo,Gostei gostei pessoa conta pra caso mutos compram conta Amazon mãe,2021-01-05 00:00:00
positivo,contente produto,2021-05-10 00:00:00
positivo,aparelho Atingiu expectataivas,2021-02-07 00:00:00
negativo,gostei som volume alto xiado,2021-07-03 00:00:00
positivo,Amazon maravilhosa cumpre prazo chega super data prevista Super recomendo,2021-12-30 00:00:00
positivo,tatuadora consigo comandar voz clientes tb adoram pedir musica Amooo,2021-11-17 00:00:00
positivo,Dei presente mãe amou produto excelente qualidade ótimo som custo beneficio aprovado,2021-01-08 00:00:00
positivo,Excelente responde direito troca nome ativação Echo Alexa funciona,2020-12-05 00:00:00
positivo,Atendeu totalmente expectativas ouve distância longa!Muito feliz Alexa,2021-07-10 00:00:00
positivo,produto espetacular som realmente combinado itens inteligentes fica melhor,2021-07-30 00:00:00
positivo,Echo Dot adquiro auxilia agendamentos compromissos dia dia,2021-05-26 00:00:00
positivo,Gostei qualidade som gostei compatível Deezer vale pena qualidade som,2021-03-24 00:00:00
positivo,Gostei responde sabendo configurar direitinho quase perdendo pra mina esposa rsrs,2021-07-03 00:00:00
positivo,Som Nítido Ligeiramente alto 3ª geração entrega super rápida,2020-12-02 00:00:00
positivo,Gosto ouvir música rádios,2021-07-04 00:00:00
negativo,surda testei echo dot3 melhor echo dot 4 captação áudio dela ruim,2021-04-26 00:00:00
positivo,Produto fantástico divertindo automatização casa ficou fantástica,2020-12-27 00:00:00
positivo,controle lampada wifi fita rgb deezer bluetooth comando voz celular aparelhos tbm,2021-07-07 00:00:00
positivo,achei maravilhoso aparelho Pretendo investir automação apartamento ficar top,2021-07-01 00:00:00
positivo,amando Atendeu expectativas,2021-06-29 00:00:00
positivo,mídia carregada Excelente produto respostas super rápidas áudio excelente super satisfeito,2021-07-14 00:00:00
positivo,impressionada Alexa legal útil conversar respostas educadas engraçadas Adorei,2021-02-13 00:00:00
positivo,Chegou família curtindo Excelente acabamento funções maravilhosas,2021-06-25 00:00:00
positivo,Produto perfeito deixa desejar conteúdo musical amazon music,2021-01-09 00:00:00
positivo,Reconhecimento voz top volume top Demorou 5 dias chegar casa Amazon parabéns,2020-12-05 00:00:00
positivo,Gostei ouço músicas gosto ouvir piadas contadas Alexa jeito Alexa,2021-03-24 00:00:00
positivo,Legal pensei percebi funciona energia eletrica funciona bateria,2021-07-17 00:00:00
positivo,mídia carregada mercadorias Alexa atendeu expectativas!top,2021-09-10 00:00:00
positivo,Qualidade som responde comandos imediato vale,2021-03-30 00:00:00
positivo,Microfone reconhece voz distante Fazendo ficamos repetindo mesma ação reconhecer,2021-04-09 00:00:00
positivo,produto veio simplificar vida pessoa Seja escritório casa Atende,2021-03-03 00:00:00
positivo,Adorei Alexa único negativo usa-la conectada tomada Compraria,2021-10-13 00:00:00
positivo,design bonito microfone ruim nao ouve echo 3 som microfone superior,2020-12-31 00:00:00
positivo,Qualidade som surpreendente reconhecimento voz satisfeito echo Dot,2021-04-18 00:00:00
positivo,Produto reclamar so ideias oq qualidade som,2021-04-04 00:00:00
negativo,gritar Alexa atender fiquei insatisfeita tinha versão Alexa 4 geração,2020-12-03 00:00:00
positivo,Ótimo aspectos porem surda erra música gente pede frequentemente,2021-07-07 00:00:00
positivo,bacana Informações música agenda automação infinidade funcionalidades som voz,2021-02-18 00:00:00
positivo,Produto excelente super prático inúmeras formas utilização casa,2020-12-12 00:00:00
negativo,dificuldade Echo obedecendo comandos voz,2021-12-22 00:00:00
positivo,achei som Echo Dot 3 melhor 4,2021-08-14 00:00:00
positivo,legal divertida surpreendente,2021-07-14 00:00:00
positivo,estamos aprendendo gostamos processo compra principalmente produto,2021-07-12 00:00:00
positivo,Ótimo produto Funciona Cumpre promete Várias funções Praticamente secretária virtual,2021-06-14 00:00:00
positivo,Várias falamos Alexa ouve entende errado resto funciona super,2020-12-05 00:00:00
positivo,produto excelente Som Ajuda rotina lembretes horário agenda professora,2022-02-21 00:00:00
positivo,Som maravilhoso uso integrado lâmpadas supre necessidade q tá surda,2021-07-13 00:00:00
positivo,Gostei pra perfeito uso pra ligar lâmpada ligar ventilador dispositivo adicionado,2021-01-30 00:00:00
positivo,Produto supera expectativas único deveria revisto fato funcionar tomada,2021-06-04 00:00:00
positivo,Maravilhoso atendeu expectativas única funciona tomada excelente,2021-04-24 00:00:00
positivo,Excelente atende comandos voz deixando desejar graves expectativas,2020-12-01 00:00:00
positivo,sabia capaz surpreendeu comecei Perfeito,2021-07-06 00:00:00
positivo,dia passa descubro funções família adora comprarei novamente cômodos,2021-07-13 00:00:00
positivo,Falante alto esperado Dificuldade reconhecer palavras especialmente línguas,2021-07-08 00:00:00
positivo,Excellent,2021-12-15 00:00:00
positivo,Gostei qualidade volume som bonito,2022-03-14 00:00:00
positivo,Excelente nítido leve grave voz assistência sai maneira natural,2021-01-15 00:00:00
positivo,surpreendi positivamente echo dot funcional várias funcionalidades,2021-07-15 00:00:00
positivo,Gostei porem chateação hora q vc retira tomada q refazer instalação n gostei,2020-12-01 00:00:00
positivo,EchoDot entrega produto incrivelmente rápida chegou 2 dias moro SC,2021-05-05 00:00:00
positivo,Adorei Alexa única gostei pq pega energia resto top,2022-03-01 00:00:00
positivo,Amei dia chego curto Alexa comprar restantes coisas pra automatizar,2020-12-21 00:00:00
positivo,musica aumenta fica surda esperar comprar pra modo estereo,2021-07-15 00:00:00
positivo,fácil instalação interação usuário divertido várias atividades,2021-08-19 00:00:00
positivo,reconhece digo modo sono testei qualidade som razoável,2021-10-28 00:00:00
positivo,Comprei presentear pessoa gostou,2021-03-14 00:00:00
positivo,Produto qualidade excelente muitas opções pra explorar som qualidade superior,2022-01-19 00:00:00
positivo,sensível 3ª geração cumpre promete Gosto pra,2021-02-17 00:00:00
positivo,Qualidade som surda volume alto,2020-12-06 00:00:00
positivo,simplesmente responde desconectá-la conectar novamente tomada,2021-06-23 00:00:00
positivo,Sensacional toca música gente pede responde perguntas diversas verdadeira assistente virtual,2021-01-03 00:00:00
positivo,apaixonado qualidade som tamanho peça acessórios certos milagres,2021-01-06 00:00:00
positivo,surpreendeu som claro alto entende perfeitamente falo amei ️,2020-12-18 00:00:00
positivo,mídia carregada Entrega rápida fiquei besta rapidez ta linda,2021-06-28 00:00:00
positivo,Reconhecimento voz ótimo,2021-07-04 00:00:00
positivo,Chegou 4 dias previsto funcionando normalmente,2021-12-03 00:00:00
positivo,funcionalidades diversas som ótimo alcance voz enfim perfeita,2020-12-19 00:00:00
positivo,utilizando produtos automação residencial positivo,2021-06-07 00:00:00
positivo,Som volume metade alto ouve ajuda dia dia recomendo nota,2021-08-25 00:00:00
positivo,poço dificuldades começo adaptada alexia,2021-06-26 00:00:00
positivo,Bacana funciona aparelho eletrônico programa outro falham comprometa uso,2020-12-09 00:00:00
positivo,Gostei apesar presente filho configuraçao fácil,2021-04-19 00:00:00
positivo,ótima qualidade condiz descrição anúncio,2021-12-29 00:00:00
positivo,Gostei assistente virtual,2021-05-08 00:00:00
positivo,Excelente qualidade som,2021-06-24 00:00:00
positivo,reclamar Alexa comprei pra família,2020-12-20 00:00:00
positivo,mídia carregada Gostei reconhecimento voz modo sono qualidade som ótimos,2021-12-01 00:00:00
positivo,hoje problemas escute escuta som ótimo,2021-07-05 00:00:00
positivo,mídia carregada Excelente gosta tecnologia interessante interativo,2021-10-09 00:00:00
positivo,mídia carregada adorei qualidade produto superou expectativas Excelente som Amei,2021-06-24 00:00:00
positivo,Fantástico,2021-03-12 00:00:00
positivo,super divertido estamos conhecendo comandos intenção comprar Vale pena,2021-09-12 00:00:00
positivo,Realmente adorei impressionou excelente qualidade áudio ouvir músicas perfeito,2021-06-30 00:00:00
positivo,melhor compra fiz ano Utilizo dias Alexa mudou organizar dia,2021-04-05 00:00:00
positivo,Demora reconhecer voz qualidade som top modo sono utilizei desligo tomada,2021-03-01 00:00:00
positivo,Cumpre promete som altura ótima reconhecimento voz eficiente,2021-06-21 00:00:00
positivo,Tamanho pequeno som robusto design agradável fácil instalar desagradou,2021-07-06 00:00:00
positivo,útil q comandos certos entende jeito certo falar Gostei,2022-01-21 00:00:00
positivo,reclamar produto cumpre promete áudio sensacional futuramente devo comprar,2020-12-28 00:00:00
positivo,Perfeita Produto acabado ótima qualidade som Melhor comprei super desconto,2021-07-19 00:00:00
positivo,tamanho atende expectativas Som potente memória compacto cabe,2021-01-08 00:00:00
positivo,Útil produtos possa interligar caixinha som fala hora,2021-06-23 00:00:00
negativo,tecnologia precisamos fios Alexa funcionando acho precisa repensar conceitos,2021-07-09 00:00:00
